id,x,y,z,mass,vx,vy,vz,eps
4507,-1.83465,-1.51707,-0.358964,0.00251825,1.35569,0.512921,-0.909136,0.171328
4508,1.5017,1.68234,0.65055,0.00251825,-1.49697,0.858554,0.0457477,0.171328
4509,1.10509,1.71086,-1.38655,0.00251825,-1.08698,-1.02767,-0.506176,0.171328
4510,0.931141,-1.04041,-2.21327,0.00251825,0.179899,0.469643,1.2695,0.171328
4511,-0.0427299,2.34052,-2.48371,0.00251825,-0.752279,-0.290919,-0.025685,0.171328
4512,3.08323,2.22864,-0.802247,0.00251825,-0.645784,0.450192,-0.0790451,0.171328
4513,1.72276,-2.0402,0.963116,0.00251825,0.723522,0.60123,-1.06786,0.171328
4514,2.61464,1.30284,0.226085,0.00251825,1.23328,-0.578669,-0.426486,0.171328
4515,0.564224,3.52735,-0.179388,0.00251825,-0.896618,-0.0503388,0.550757,0.171328
4516,-3.03902,-1.78924,-1.90895,0.00251825,-0.0326968,0.318327,0.282904,0.171328
4517,1.91117,0.0303896,0.988513,0.00251825,-0.194238,0.814439,-1.60499,0.171328
4518,0.748201,-0.0187947,-2.84695,0.00251825,0.165114,0.961262,-0.424918,0.171328
4519,3.5749,-1.37051,0.248494,0.00251825,0.182753,-0.809651,-0.321679,0.171328
4520,0.649381,0.437909,-0.920915,0.00251825,1.03838,-1.8631,-1.02019,0.171328
4521,-4.08158,1.94689,-0.176935,0.00251825,0.057045,-0.119139,-0.14845,0.171328
4522,3.49629,-0.153577,1.2988,0.00251825,-0.197786,0.432632,0.689827,0.171328
4523,-3.08588,0.866634,1.80486,0.00251825,0.492797,0.598893,0.0470169,0.171328
4524,0.141874,-1.85162,-1.25277,0.00251825,0.30676,-1.63082,-0.499301,0.171328
4525,-2.91469,-0.774537,-1.65789,0.00251825,0.172937,-0.11003,-0.952899,0.171328
4526,1.54317,-0.499248,-0.638287,0.00251825,-0.104898,2.05211,0.344866,0.171328
4527,0.158378,-0.0621872,1.24313,0.00251825,1.78328,1.41234,0.318623,0.171328
4528,0.91617,-3.83388,-0.706824,0.00251825,0.388988,-0.608047,-0.155172,0.171328
4529,0.735068,-1.05497,2.94657,0.00251825,0.818054,0.301697,0.0116287,0.171328
4530,1.15926,-0.174937,2.70877,0.00251825,-0.443083,0.85163,-0.529084,0.171328
4531,-2.07059,-1.18525,-0.233928,0.00251825,1.62745,0.35998,-0.485596,0.171328
4532,1.06211,-1.60123,2.10442,0.00251825,-0.391025,-1.10253,0.483141,0.171328
4533,3.23098,0.774685,0.228425,0.00251825,0.0557448,0.246988,-1.18859,0.171328
4534,3.07328,-0.39257,-1.58877,0.00251825,-0.53371,0.515897,0.62653,0.171328
4535,0.927702,-0.297638,1.1755,0.00251825,0.319479,-0.106828,2.12761,0.171328
4536,0.761103,-0.377097,-3.15474,0.00251825,-0.390321,0.317993,0.61905,0.171328
4537,-0.107761,-0.485182,1.16064,0.00251825,-1.49967,1.71631,-0.370926,0.171328
4538,-2.57713,-0.946875,-0.703431,0.00251825,0.771734,0.305213,1.21531,0.171328
4539,3.20086,0.688616,0.581804,0.00251825,-0.767291,0.737733,-0.566419,0.171328
4540,-0.368892,-2.29442,-2.31913,0.00251825,-0.225102,0.844497,-0.418162,0.171328
4541,-1.80294,-1.89726,1.35542,0.00251825,1.10002,0.529052,0.537577,0.171328
4542,-1.68269,-1.23098,2.14244,0.00251825,-0.384256,-0.921128,-0.6397,0.171328
4543,1.08247,-2.02774,1.34746,0.00251825,0.619029,0.768486,1.12298,0.171328
4544,-1.54405,-1.35609,-1.80653,0.00251825,0.198908,-0.913554,-1.02563,0.171328
4545,-0.990177,-0.119787,-0.307393,0.00251825,1.72628,-1.54169,1.01602,0.171328
4546,-2.01842,2.41416,1.91765,0.00251825,-0.65963,-0.406848,-0.0312718,0.171328
4547,-0.947296,-1.00565,-1.96801,0.00251825,0.0817622,-1.49598,-0.405715,0.171328
4548,-2.31903,-0.551571,0.76954,0.00251825,0.998465,-1.25236,0.408504,0.171328
4549,-1.39536,1.97623,0.262824,0.00251825,-0.845215,-0.980233,-1.14181,0.171328
4550,-0.930609,-3.23046,-1.99685,0.00251825,0.04018,-0.362448,0.442716,0.171328
4551,2.87745,-0.748326,-0.261382,0.00251825,0.0395434,-0.856516,1.13549,0.171328
4552,0.380387,-0.242216,-1.06699,0.00251825,-1.5822,1.56017,-0.874227,0.171328
4553,1.68836,-0.875534,2.05763,0.00251825,-1.21757,-0.500488,-0.0335596,0.171328
4554,-2.85126,1.83602,0.726316,0.00251825,-0.832024,-0.59756,-0.450732,0.171328
4555,0.803328,-0.422884,0.648583,0.00251825,-0.294611,2.36834,0.612751,0.171328
4556,2.81814,1.81282,-0.0270425,0.00251825,-0.591753,-0.0350308,-1.07389,0.171328
4557,3.82587,-0.711972,-0.0613555,0.00251825,-0.269198,0.59758,0.615347,0.171328
4558,-4.16685,-0.900426,-0.205575,0.00251825,-0.308529,-0.489047,0.211392,0.171328
4559,-0.931339,-1.87745,0.303668,0.00251825,-1.44191,-1.22953,0.199382,0.171328
4560,-3.47516,-0.739664,-1.57867,0.00251825,0.535856,0.289064,-0.373246,0.171328
4561,-1.3434,-2.06716,1.16205,0.00251825,-0.333054,-0.58473,1.34081,0.171328
4562,-2.00264,0.205948,-2.0973,0.00251825,-0.737593,-0.99984,0.214225,0.171328
4563,-0.713967,0.0162911,0.842946,0.00251825,1.6776,1.57214,-0.857843,0.171328
4564,1.99853,-0.992067,2.41606,0.00251825,0.722211,0.524828,-0.388865,0.171328
4565,-3.3469,0.2711,-0.203445,0.00251825,1.03306,0.61089,0.256048,0.171328
4566,0.234212,1.13393,-2.82523,0.00251825,0.936987,0.318407,0.347211,0.171328
4567,0.161051,1.73777,0.759953,0.00251825,-1.96357,-0.171844,0.361,0.171328
4568,-2.45923,-0.0047493,1.0145,0.00251825,0.986542,-0.58578,1.05512,0.171328
4569,1.14252,1.65428,-0.919753,0.00251825,-0.61521,1.12137,-1.29099,0.171328
4570,0.449473,-2.25581,0.926702,0.00251825,1.62553,-0.370431,0.0718932,0.171328
4571,0.522722,-3.39728,1.66931,0.00251825,0.469956,0.613687,-0.0850757,0.171328
4572,-0.493516,-2.34863,0.567421,0.00251825,0.284732,-0.939916,-1.40278,0.171328
4573,-3.27829,1.00109,-0.0478542,0.00251825,-1.01065,0.126919,0.651114,0.171328
4574,-1.44658,-2.85983,0.221191,0.00251825,0.883277,0.343579,0.932875,0.171328
4575,2.76465,-1.15036,2.16685,0.00251825,0.388356,0.396438,0.538256,0.171328
4576,-3.70153,-1.17328,-0.0826743,0.00251825,0.662869,0.0495275,0.672118,0.171328
4577,-1.67907,-2.25204,-0.351044,0.00251825,-0.337786,-1.05934,1.05783,0.171328
4578,-1.84445,1.5463,-0.767137,0.00251825,-1.35409,0.415582,0.888789,0.171328
4579,0.632917,2.21707,-0.578401,0.00251825,-0.877176,-1.10337,1.06926,0.171328
4580,0.00830211,1.73366,0.981818,0.00251825,-1.07248,0.552423,1.52543,0.171328
4581,-0.0259201,1.0807,-3.09101,0.00251825,-0.482972,-0.479061,-0.56481,0.171328
4582,1.10764,1.21802,1.49432,0.00251825,0.554232,0.461886,-1.60004,0.171328
4583,-3.07849,-2.17736,-0.758427,0.00251825,0.31051,0.0856144,-0.880585,0.171328
4584,1.39758,-2.68734,-1.25112,0.00251825,0.436278,1.00669,-0.51742,0.171328
4585,1.88624,1.53676,0.972345,0.00251825,1.53845,0.181298,-0.426791,0.171328
4586,-0.607617,1.53694,1.21744,0.00251825,-1.325,-1.05687,-0.831645,0.171328
4587,-1.50765,0.13416,-2.51331,0.00251825,-1.00134,-0.6626,-0.158619,0.171328
4588,1.44734,-0.477077,0.208,0.00251825,0.0549404,-1.01041,-2.02774,0.171328
4589,-0.313374,1.87214,-1.33212,0.00251825,-1.38045,-0.385041,0.967728,0.171328
4590,1.34179,-2.08048,1.99628,0.00251825,-0.928314,-0.690988,0.0120626,0.171328
4591,-0.893434,0.149187,-0.404655,0.00251825,-0.892389,-1.18274,-2.11284,0.171328
4592,1.30043,-0.984961,0.951239,0.00251825,-0.589027,0.725995,1.78391,0.171328
4593,2.34138,-1.34803,-0.530192,0.00251825,-0.548217,0.548804,1.37517,0.171328
4594,2.34143,0.149866,1.0796,0.00251825,-0.260179,-0.318179,1.56732,0.171328
4595,4.18444,1.36457,0.758781,0.00251825,-0.392911,-0.0425933,0.261754,0.171328
4596,1.17959,-1.14952,1.10203,0.00251825,0.987014,1.67638,0.0669758,0.171328
4597,1.99017,-0.819726,3.23969,0.00251825,0.266754,0.0540192,-0.0941554,0.171328
4598,-2.31541,1.18711,0.557392,0.00251825,-1.32834,0.199473,-0.923463,0.171328
4599,0.105675,-1.93741,0.556954,0.00251825,1.24914,-0.601864,1.41432,0.171328
4600,1.5452,0.823093,-2.30607,0.00251825,0.368683,0.867501,-0.869036,0.171328
4601,-0.268513,0.415839,0.086876,0.00251825,-2.61264,1.17141,0.309598,0.171328
4602,-2.96419,1.09012,1.53116,0.00251825,-0.589872,-0.637366,-0.608045,0.171328
4603,0.42345,-0.34463,-0.77301,0.00251825,-1.94472,-1.6709,0.297755,0.171328
4604,-0.998413,2.34156,-2.19835,0.00251825,-0.19018,-1.0091,0.154869,0.171328
4605,0.962272,-3.10557,-2.35831,0.00251825,0.309054,-0.425917,0.0371059,0.171328
4606,-1.64477,0.890432,-3.30189,0.00251825,-0.0784079,-0.399697,-0.193794,0.171328
4607,0.440109,1.42224,-0.859705,0.00251825,-1.28529,-0.287414,1.67561,0.171328
4608,0.164634,-0.747553,-3.55689,0.00251825,-0.0208545,0.461426,-0.284725,0.171328
4609,3.06401,-0.541595,-0.682857,0.00251825,-0.0173532,-1.34566,0.180357,0.171328
4610,-4.05232,-0.0433865,0.114111,0.00251825,-0.147895,-0.445788,0.763467,0.171328
4611,0.111175,-2.24873,-0.350942,0.00251825,1.09607,-1.02266,1.10708,0.171328
4612,-0.430383,0.532157,0.198843,0.00251825,0.295257,1.8486,-2.03831,0.171328
4613,-3.09531,1.15795,-1.83631,0.00251825,-0.793181,-0.274268,-0.169873,0.171328
4614,3.22908,-1.58749,-0.384505,0.00251825,0.154575,1.10862,-0.268665,0.171328
4615,-3.17284,-2.80384,0.345879,0.00251825,0.110742,-0.239364,0.723414,0.171328
4616,0.895865,-4.34872,0.571504,0.00251825,0.524467,0.201907,-0.109785,0.171328
4617,1.09984,-0.020506,1.00365,0.00251825,-0.811403,1.81607,1.06117,0.171328
4618,0.8339,-1.24472,-1.06307,0.00251825,-0.0850901,0.238974,2.04016,0.171328
4619,0.18791,1.25003,0.115296,0.00251825,-2.43229,-0.0841248,-0.299579,0.171328
4620,0.200696,0.195009,-1.74241,0.00251825,0.311608,0.713233,-1.85071,0.171328
4621,0.23242,-3.50336,-1.22088,0.00251825,0.585149,0.831797,0.134967,0.171328
4622,-1.6502,-3.71862,1.19971,0.00251825,0.466176,-0.109578,0.492385,0.171328
4623,0.552645,1.33032,1.78576,0.00251825,-0.364514,0.0903144,1.67773,0.171328
4624,3.52192,1.70181,0.189242,0.00251825,-0.700034,0.722007,0.100249,0.171328
4625,0.681908,0.662254,-1.03683,0.00251825,-0.56237,1.81591,1.30318,0.171328
4626,-2.09193,-2.02184,1.79641,0.00251825,-0.410764,-0.846383,-0.595443,0.171328
4627,0.0427507,3.31514,-0.973649,0.00251825,0.170115,-0.610995,-1.03148,0.171328
4628,2.02749,1.72283,1.58218,0.00251825,0.224677,1.15956,0.602678,0.171328
4629,-1.26556,1.69366,-0.000555478,0.00251825,-1.61464,-1.12835,-0.183227,0.171328
4630,-2.1635,-2.24422,2.00563,0.00251825,-0.567867,-0.702562,-0.0946828,0.171328
4631,0.554502,1.32861,-3.15267,0.00251825,-0.519739,-0.304732,-0.585278,0.171328
4632,-2.14156,-1.39168,-0.170378,0.00251825,-0.181886,-0.84072,1.51441,0.171328
4633,3.1187,0.633584,1.42494,0.00251825,-0.935043,0.0126227,-0.656198,0.171328
4634,3.91433,-1.11173,0.808761,0.00251825,-0.443301,0.531779,-0.466902,0.171328
4635,2.79466,0.462246,-1.59139,0.00251825,-1.01319,0.412561,0.605429,0.171328
4636,0.9284,0.410402,-0.968637,0.00251825,-2.04288,0.752566,0.805261,0.171328
4637,3.39255,-0.178446,-1.67629,0.00251825,0.25471,-0.892852,0.023449,0.171328
4638,0.527421,1.74301,-1.79475,0.00251825,-1.03333,-0.174801,1.19637,0.171328
4639,0.233689,2.69008,-0.0209915,0.00251825,-1.25415,0.776525,0.792434,0.171328
4640,-0.573349,-3.02377,0.191903,0.00251825,1.36422,0.0327363,-0.558934,0.171328
4641,-3.28348,1.03291,0.834326,0.00251825,-1.03949,-0.059837,-0.584541,0.171328
4642,1.31757,3.18922,-1.37408,0.00251825,-0.0881083,0.00113797,-1.02924,0.171328
4643,-2.28568,0.554215,2.93242,0.00251825,0.125895,-0.563909,-0.404959,0.171328
4644,-0.445319,-0.6932,1.31819,0.00251825,-0.858623,1.50591,-1.35332,0.171328
4645,1.86453,-0.301073,1.37811,0.00251825,-1.29842,0.670387,-0.998592,0.171328
4646,-1.76259,-2.43676,2.06368,0.00251825,0.0594433,-0.0224313,0.960732,0.171328
4647,2.36197,-2.15996,-0.786746,0.00251825,0.906151,0.878596,-0.444313,0.171328
4648,1.76359,-1.52051,-2.25138,0.00251825,0.493286,0.220894,-1.0404,0.171328
4649,1.47405,-0.0368401,-0.00775708,0.00251825,1.63334,1.69231,0.0964823,0.171328
4650,2.91469,1.39824,-0.250746,0.00251825,-0.526753,1.0931,-0.712756,0.171328
4651,0.658942,4.87577,-0.41243,0.00251825,0.184461,0.0215637,0.0570156,0.171328
4652,1.13432,0.0507101,-0.1226,0.00251825,-1.4818,2.04912,0.310863,0.171328
4653,-0.599311,3.03892,1.69716,0.00251825,0.139519,-1.03068,0.376416,0.171328
4654,1.17727,3.86825,1.28647,0.00251825,0.242544,0.345917,0.606423,0.171328
4655,-0.371531,1.34389,-0.72093,0.00251825,-2.25105,0.125143,0.248475,0.171328
4656,0.0177236,-3.3609,-1.84162,0.00251825,0.0883166,-0.404552,0.813415,0.171328
4657,-0.947935,-1.17952,-0.467958,0.00251825,-1.81921,-1.15918,0.743716,0.171328
4658,1.33786,0.455613,0.845467,0.00251825,-1.40711,-1.22237,1.19761,0.171328
4659,-0.607825,-1.11183,-1.54869,0.00251825,0.852782,1.57714,0.738425,0.171328
4660,0.153351,3.32732,-0.107337,0.00251825,-1.04311,0.143917,0.88344,0.171328
4661,0.365267,1.60947,0.860127,0.00251825,-0.509163,-1.79484,-0.959112,0.171328
4662,-0.65788,-0.390703,2.39873,0.00251825,-0.292474,-0.540495,1.4221,0.171328
4663,0.65051,1.0985,1.56568,0.00251825,0.981895,1.13342,-1.21509,0.171328
4664,-1.54636,-2.531,-1.02433,0.00251825,0.555623,-0.93838,-0.908144,0.171328
4665,-0.0905544,-3.27618,1.75699,0.00251825,0.356327,0.010752,-0.942422,0.171328
4666,0.864115,0.398818,0.523185,0.00251825,1.58741,1.50154,1.34971,0.171328
4667,-3.07412,0.593426,-0.523173,0.00251825,0.651248,-1.28098,0.167355,0.171328
4668,-1.05669,-0.147075,2.23894,0.00251825,-1.58059,0.169668,-0.16181,0.171328
4669,0.751698,-1.95607,2.74085,0.00251825,0.853351,-0.261354,0.441153,0.171328
4670,-1.95843,3.03382,-0.766154,0.00251825,-0.0914096,-1.04565,-0.509831,0.171328
4671,3.14916,0.44425,-0.0750823,0.00251825,1.20648,0.831246,0.0433879,0.171328
4672,-3.67393,0.901522,-1.40705,0.00251825,-0.0833341,0.776761,-0.429831,0.171328
4673,0.400966,1.63814,-0.145169,0.00251825,-1.55929,1.49827,-0.602574,0.171328
4674,-1.84585,-1.20838,-0.539758,0.00251825,1.91225,-0.100684,0.120656,0.171328
4675,2.16295,-1.109,-1.09424,0.00251825,1.07974,-0.533726,1.15234,0.171328
4676,-0.110129,3.6428,-1.13292,0.00251825,-0.269856,1.03486,0.0449623,0.171328
4677,1.78431,-1.56887,-1.51625,0.00251825,0.0619841,-1.18881,-0.976613,0.171328
4678,2.05055,-3.54542,1.16268,0.00251825,-0.122862,0.455949,-0.653486,0.171328
4679,4.20719,-0.989983,-1.12331,0.00251825,-0.538236,0.28068,-0.28738,0.171328
4680,-0.808346,-3.89569,0.460033,0.00251825,0.64713,-0.0388726,-0.810451,0.171328
4681,-4.05156,-1.03208,0.617562,0.00251825,-0.486664,-0.60347,-0.455166,0.171328
4682,1.06338,-0.567253,1.47635,0.00251825,-1.13924,1.12688,-1.22837,0.171328
4683,-1.075,-2.1423,1.70065,0.00251825,0.80623,-1.15081,0.387972,0.171328
4684,2.68677,-1.92774,1.11752,0.00251825,0.0212819,1.1317,0.536995,0.171328
4685,-2.26505,-1.71024,-0.224305,0.00251825,-0.309707,1.28449,-0.981442,0.171328
4686,0.0973409,3.35244,-0.636687,0.00251825,0.713815,-1.11165,0.231851,0.171328
4687,-1.43636,0.734283,-3.22518,0.00251825,-0.496386,-0.625037,0.293882,0.171328
4688,2.81947,-2.42408,1.78349,0.00251825,-0.483614,0.531538,-0.358846,0.171328
4689,1.96998,1.09662,-0.209624,0.00251825,-1.27194,-0.118756,1.47215,0.171328
4690,2.97837,-2.07308,2.14277,0.00251825,0.394541,0.235223,0.482206,0.171328
4691,-1.68911,-0.664749,-2.34078,0.00251825,-0.780027,-0.874879,0.695516,0.171328
4692,-3.26156,-2.72657,-0.868587,0.00251825,0.334965,-0.593296,0.462075,0.171328
4693,-2.08897,1.85654,-0.332341,0.00251825,-0.784536,-0.847529,1.20086,0.171328
4694,1.08286,-2.46872,-1.96332,0.00251825,1.01937,0.669291,0.147684,0.171328
4695,2.11459,2.48786,1.68135,0.00251825,-0.0729083,0.526553,0.955303,0.171328
4696,2.46531,-2.10851,-1.28605,0.00251825,0.948186,0.809896,0.0182374,0.171328
4697,-1.19005,-3.45347,1.80441,0.00251825,0.773103,0.163761,-0.300274,0.171328
4698,0.493299,2.24959,2.67432,0.00251825,-0.636635,0.702811,0.363098,0.171328
4699,0.331193,-1.01177,-3.11197,0.00251825,0.851612,0.631024,-0.216573,0.171328
4700,-3.36286,-0.964226,-1.09676,0.00251825,1.00798,-0.225653,-0.601828,0.171328
4701,0.858488,-1.83735,1.67818,0.00251825,-0.254435,1.62459,-0.018844,0.171328
4702,-0.491983,3.08735,0.898504,0.00251825,-0.846294,-0.897467,0.721396,0.171328
4703,-1.82475,2.70393,-1.10133,0.00251825,0.117746,-0.500118,-1.20939,0.171328
4704,0.415586,0.49784,-1.02347,0.00251825,-1.82815,-1.52467,0.683665,0.171328
4705,-1.8778,-0.9216,3.2584,0.00251825,-0.432108,-0.495974,0.281518,0.171328
4706,1.0325,-2.97626,2.41637,0.00251825,0.506641,-0.567835,-0.322951,0.171328
4707,-2.85999,2.87347,0.466756,0.00251825,-0.669793,-0.409705,-0.700647,0.171328
4708,3.94974,1.21605,0.705091,0.00251825,-0.633889,0.0491717,0.747012,0.171328
4709,0.618249,-2.36556,0.469531,0.00251825,-0.699789,-0.294481,1.69133,0.171328
4710,-2.71801,-1.24907,-1.39617,0.00251825,-0.665174,1.13623,-0.37233,0.171328
4711,2.63897,3.26196,0.460673,0.00251825,-0.289887,0.582729,-0.752503,0.171328
4712,0.768406,-2.21402,-1.65295,0.00251825,0.271783,-0.555293,1.42142,0.171328
4713,-2.47784,-2.20403,1.87723,0.00251825,0.540357,-0.843127,0.293212,0.171328
4714,-2.24325,2.07992,-0.935748,0.00251825,0.905655,0.985806,0.619831,0.171328
4715,2.89529,-1.61031,2.35504,0.00251825,0.192097,0.765578,-0.206958,0.171328
4716,-0.85618,1.08561,2.7642,0.00251825,0.542635,-0.374158,1.10473,0.171328
4717,0.18702,-1.79123,2.19319,0.00251825,1.30075,0.17427,-0.719759,0.171328
4718,1.84925,-2.37315,1.42347,0.00251825,0.916221,-0.736315,0.691162,0.171328
4719,1.80755,-0.774206,3.66962,0.00251825,0.248698,0.347522,-0.0328325,0.171328
4720,0.931776,3.20991,0.00483492,0.00251825,-0.943286,0.606787,-0.938915,0.171328
4721,0.16913,-2.17465,0.255716,0.00251825,-0.673656,1.19398,-1.48755,0.171328
4722,-1.80907,-0.229691,3.39388,0.00251825,0.274184,-0.393213,-0.596028,0.171328
4723,0.958948,0.386189,0.906309,0.00251825,0.556494,2.33338,0.331328,0.171328
4724,-4.13529,-2.48057,-0.184894,0.00251825,-0.584663,0.347676,-0.100676,0.171328
4725,1.09092,1.19502,1.43449,0.00251825,-1.10778,0.486096,1.52507,0.171328
4726,0.338235,-1.1395,-1.02992,0.00251825,-1.25511,1.8427,0.575517,0.171328
4727,-0.77988,0.301671,0.829249,0.00251825,-0.812579,1.86826,-1.52115,0.171328
4728,1.5158,-0.196837,-1.475,0.00251825,-1.88826,0.433374,0.314658,0.171328
4729,-4.01418,0.885985,0.127013,0.00251825,-0.665497,-0.00178031,0.87851,0.171328
4730,-0.589557,0.594427,0.676694,0.00251825,0.0115777,-2.33581,1.1763,0.171328
4731,3.41558,0.783653,-0.256217,0.00251825,0.394776,-0.847437,-1.03204,0.171328
4732,4.28816,1.79172,1.1168,0.00251825,-0.329285,0.529744,-0.0550619,0.171328
4733,0.181457,-3.4807,1.17136,0.00251825,-0.901178,-0.459142,0.725455,0.171328
4734,-0.575031,1.88307,0.441159,0.00251825,1.8756,0.130982,-0.980447,0.171328
4735,-1.87849,-0.630416,-1.20453,0.00251825,1.60999,-0.918315,0.430196,0.171328
4736,0.388581,-3.19813,1.09344,0.00251825,0.806013,-1.11993,-0.196749,0.171328
4737,-1.12025,0.260966,-3.01977,0.00251825,-0.727591,-0.753871,0.609935,0.171328
4738,-2.87387,2.26985,-1.05995,0.00251825,0.372353,-0.778958,0.836494,0.171328
4739,2.14507,-4.5989,0.137317,0.00251825,0.216049,-0.317992,-0.386419,0.171328
4740,3.77627,-1.37537,1.25642,0.00251825,0.82303,-0.148201,-0.502908,0.171328
4741,-0.72459,-0.495893,-0.528624,0.00251825,1.86032,-1.75431,0.759596,0.171328
4742,3.73525,-0.824179,1.82591,0.00251825,-0.779171,-0.133514,0.385509,0.171328
4743,1.19541,1.52813,1.15698,0.00251825,0.90229,1.46084,0.920363,0.171328
4744,4.258,0.629429,2.13861,0.00251825,0.360013,0.136914,0.0483665,0.171328
4745,-0.954175,0.0492923,-3.37151,0.00251825,-0.982119,-0.293618,-0.0149696,0.171328
4746,1.78099,-3.02708,2.68083,0.00251825,0.557416,-0.077231,0.190262,0.171328
4747,2.68477,0.48503,2.2389,0.00251825,0.085121,-0.881352,-0.806739,0.171328
4748,0.0521921,1.95386,0.0307646,0.00251825,-1.3132,1.65395,-0.559161,0.171328
4749,0.424403,1.82313,0.496599,0.00251825,-1.47904,0.813077,1.38077,0.171328
4750,0.850296,-0.417311,-0.543045,0.00251825,-1.11522,-1.44686,1.90348,0.171328
4751,-1.21467,1.82169,-1.02223,0.00251825,0.947142,-0.229846,-1.62687,0.171328
4752,0.00409376,-0.80995,0.861992,0.00251825,2.22691,-0.757995,1.00337,0.171328
4753,2.34775,1.80039,0.528842,0.00251825,-1.14269,-0.767826,-0.918005,0.171328
4754,1.42545,0.267358,-1.9562,0.00251825,-1.46017,0.839699,-0.567866,0.171328
4755,-1.55543,0.863685,0.00478303,0.00251825,-1.00496,-0.897969,-1.84174,0.171328
4756,0.451446,-2.64217,-3.1296,0.00251825,0.491279,-0.355093,-0.428726,0.171328
4757,0.719535,-1.19286,-1.35334,0.00251825,1.57308,0.711886,-1.19736,0.171328
4758,2.78874,-1.65705,1.54726,0.00251825,-1.23955,-0.203838,0.268345,0.171328
4759,3.06854,-0.673883,2.74015,0.00251825,-0.322122,0.67718,0.268379,0.171328
4760,0.127763,-0.445653,-2.29951,0.00251825,0.182175,1.7088,0.464105,0.171328
4761,-1.39881,2.57275,1.00761,0.00251825,-0.507492,-1.15463,-0.959791,0.171328
4762,-0.70867,5.16205,0.294924,0.00251825,-0.3357,-0.382353,-0.117439,0.171328
4763,3.59887,1.83001,-0.705509,0.00251825,-1.09366,0.103104,-0.339772,0.171328
4764,2.36893,-0.713178,-1.70398,0.00251825,0.625614,0.874925,-1.12292,0.171328
4765,1.21186,-0.717662,-0.854532,0.00251825,1.08463,0.0909485,-2.04987,0.171328
4766,1.99766,0.770905,2.25169,0.00251825,0.716514,0.959918,-0.794374,0.171328
4767,-0.119903,2.23956,-0.235644,0.00251825,-1.33389,0.590398,-1.4364,0.171328
4768,0.353613,-3.51984,-0.0602982,0.00251825,-1.00225,0.933791,-0.466056,0.171328
4769,-0.205223,-3.88185,-1.40385,0.00251825,0.854964,0.243458,-0.583558,0.171328
4770,-3.59694,-0.227433,0.661984,0.00251825,1.16112,-0.625874,0.352943,0.171328
4771,-0.707162,-1.84171,0.560691,0.00251825,1.44003,-0.486462,1.50089,0.171328
4772,-0.361569,-1.15306,1.79499,0.00251825,0.0225316,-1.84641,-0.621675,0.171328
4773,-0.684092,0.767546,-3.18076,0.00251825,-0.910803,0.331746,-0.695712,0.171328
4774,4.17961,-1.42868,0.164407,0.00251825,-0.135093,0.152734,1.0143,0.171328
4775,-3.83863,0.433724,2.20363,0.00251825,0.532753,-0.549528,0.0386919,0.171328
4776,-0.0480736,0.258025,-1.83807,0.00251825,-1.28647,0.262122,1.63441,0.171328
4777,-2.46216,-2.68886,1.31351,0.00251825,0.574415,-0.438216,-0.969257,0.171328
4778,-3.19955,2.28518,-0.412427,0.00251825,0.307504,-1.1633,-0.353774,0.171328
4779,-0.201078,1.92244,0.777401,0.00251825,-1.61644,1.35189,0.0889227,0.171328
4780,-1.40884,3.06441,2.14754,0.00251825,0.314688,-0.823804,-0.543736,0.171328
4781,2.22227,3.22051,1.56826,0.00251825,0.980064,0.184001,-0.200105,0.171328
4782,0.17761,-2.34055,-1.35069,0.00251825,0.677261,-0.0308202,-1.61585,0.171328
4783,-2.22517,-2.77027,-1.33775,0.00251825,0.751547,-0.365187,-0.93863,0.171328
4784,-1.24813,1.6547,2.95814,0.00251825,-1.06087,-0.351459,-0.0798118,0.171328
4785,0.437504,-0.358075,1.09777,0.00251825,2.31375,-0.73744,0.707478,0.171328
4786,-1.43306,2.35651,-2.8574,0.00251825,-0.49474,-0.705868,0.409512,0.171328
4787,4.38668,0.155552,-0.407341,0.00251825,0.168503,-1.02612,-0.219437,0.171328
4788,-3.0951,1.23856,3.07447,0.00251825,0.295203,0.418007,-0.232255,0.171328
4789,-2.87342,3.0404,1.36969,0.00251825,-0.407446,-0.698962,-0.538182,0.171328
4790,0.358154,0.835439,3.73413,0.00251825,-0.609634,0.581533,-0.284444,0.171328
4791,1.16614,3.63622,0.277586,0.00251825,-0.750581,-0.772848,0.810631,0.171328
4792,-2.77351,0.658043,0.99761,0.00251825,-0.694767,-1.50519,-0.137333,0.171328
4793,4.12301,-0.342292,0.890885,0.00251825,0.0168917,0.748634,0.838897,0.171328
4794,1.92697,-0.43131,-0.125334,0.00251825,-0.0110184,1.85599,1.20812,0.171328
4795,3.11915,2.51294,0.0667934,0.00251825,-0.114795,0.0344912,1.26975,0.171328
4796,1.70161,-2.09886,-2.1252,0.00251825,0.480596,-0.280922,1.2222,0.171328
4797,0.816934,-1.09915,-1.23225,0.00251825,0.826003,1.23616,-1.62926,0.171328
4798,-3.62758,1.15391,-2.96411,0.00251825,-0.133632,0.0306319,-0.35171,0.171328
4799,-0.488443,-0.277661,2.25628,0.00251825,0.988623,-1.48264,0.458875,0.171328
4800,-2.6676,-0.936962,2.77941,0.00251825,0.613252,0.721953,-0.312746,0.171328
4801,-3.86279,0.144121,-0.844738,0.00251825,0.222947,-1.20508,-0.312898,0.171328
